smiles,isactive
CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,1
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1
Nc1ccc(N=Nc2ccccc2)c(N)n1,1
CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,1
CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,1
COc1cc2c(cc1OC)C1C(=O)c3ccc4oc(C(C)C)cc4c3OC1CO2,1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,1
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,1
O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,1
CC(C)NCC(O)COc1cccc2ccccc12,1
CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1
CNCCCN1c2ccccc2CCc2ccccc21,1
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1
CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NCCC(C)C,1
S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,1
C=CCc1ccccc1OCC(O)CNC(C)C,1
N#CC1(c2ccc3c(N)ncnn23)OC(CO)C(O)C1O,1
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1
OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,1
COc1c(CC(=O)c2cc3c(cc2O)OC(C)(C)C(O)C3)ccc2c1C=CC(C)(C)O2,1
O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,1
CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,1
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,1
O=C(C=Cc1ccccc1)c1ccc(O)cc1,1
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,1
CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,1
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,1
CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1
CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,1
CC(C)(C)c1cc(C(=O)C(C#N)=NNc2cccc(Cl)c2)no1,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,1
Clc1ccccc1CN1CCc2sccc2C1,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0
CN(C)CCCSC(=N)N,0
CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,0
O=c1[nH]oc2c1CCNC2,0
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0
c1ccc2c(c1)CN1CCCC1=N2,0
C#CCN(C)C(C)Cc1ccccc1,0
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,0
CN1C2CC(=O)CC1C(O)C2,0
C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(OC(C)=O)C(C)(C)C(CC(=O)OC)C12C,0
C=C(C)C1CNC(C(=O)O)C1CC(=O)O,0
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0
C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,0
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0
O=C([O-])CS,0
COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(O)c1C=O,0
CC(N)CCCC(C)(C)O,0
NC1CONC1=O,0
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0
c1coc(CNc2ncnc3nc[nH]c23)c1,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,0
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,0
CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(N)=O)C4=O)C3=O,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0
C[n+]1ccccc1C=NO,0
CC(O)(P(=O)([O-])O)P(=O)([O-])O,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C,0
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,0
COc1cc2c(cc1OC)-c1c(oc3cc(O)cc(O)c3c1=O)CO2,0
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,0
CCCCS(=N)(=O)CCC(N)C(=O)O,0
O=C(O)c1ccc2c(c1)OCO2,0
Nc1nc(=S)c2[nH]cnc2[nH]1,0
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)N)CCC3N)C2O)OCC1(C)O,0
Nc1c2c(nc3ccccc13)CCCC2,0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0
C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,0
COc1ccc2cc(C(C)CO)ccc2c1,0
NC(=O)NCCCC(N)C(=O)O,0
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,0
Oc1c(I)cc(Cl)c2cccnc12,0
OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,0
COc1c2c(cc3c1OCO3)CC[N+](C)=C2,0
COC(=O)CC1C(C)(C)C(=O)C2CC3C4=CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
CC1OC1P(=O)([O-])[O-],0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1,0
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,0
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0
CN(C)Cc1c[nH]c2ccccc12,0
COc1cc(OC)c(C(C)=O)c(O)c1C,0
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,0
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,0
Oc1c(Cl)cc(Cl)c2cccnc12,0
CCN(CC)C(=O)c1ccc(O)c(OC)c1,0
O=C(O)C1CSCN1,0
C=Cc1c(C)c2[n-]c1=Cc1[n-]c(c(CC)c1C)C=c1[n-]c3c(c1C)C(=O)C(C(=O)[O-])C=3c1[n-]c(c(C)c1CCC(=O)[O-])C=2,0
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,0
CCCc1cc(OC)c2c(c1)OCO2,0
CC(=O)OC1CCC2(C)C(CCC3C2CC(=O)C2(C)C3CC3OC4(CCC(C)CO4)C(C)C32)C1,0
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,0
COc1cc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc(O)c1OC,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(=O)c(O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1)c1cc(O)c(O)c(O)c1,0
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0
CCOC(=O)CCCCCCCCCCCCC1C=CCC1,0
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0
CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,0
COc1cc(CC=Cc2ccccc2)c(OC)cc1O,0
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0
S=P(N1CC1)(N1CC1)N1CC1,0
C=CCC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C,0
CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-],0
C=C(C)C1CC=C(CO)CC1,0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
CC[N+](C)(C)c1cccc(O)c1,0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0
COc1cc(C=CC(=O)O)ccc1O,0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0
CC1(C)C(=O)C=CC2(C)C1CC(O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,0
O=C(Oc1cc(O)cc2c1CC(OC(=O)c1cc(O)c(O)c(O)c1)C(c1cc(O)c(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1,0
C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O,0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0
COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0
CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,0
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,0
NCC(O)c1ccc(O)cc1,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0
COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1,0
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0
O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0
O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,0
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,0
COc1ccc2oc(-c3ccccc3OC)cc(=O)c2c1,0
COc1ccc(C=CC(=O)O)cc1OC,0
COc1cc(NC(C)CCCN)c2ncccc2c1,0
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,0
NCCc1cnc[nH]1,0
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0
O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,0
CC12CC3CC(C)(C1)CC(N)(C3)C2,0
COC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,0
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,0
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,0
CC1=CC(=O)C2=C(C)CCC3C(C)C(=O)OC3C12,0
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
COC(=O)CC1C(C)(C)C(O)C2CC3=C4CC(O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,0
CC1=CC(=O)C(C(C)C)=CC1=O,0
COc1cc(O)c(C(C)=O)c(O)c1,0
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0
O=C1C=CC2=C3c4cc(O)c(O)cc4CC3(O)COC2=C1,0
CCOC(=O)c1cncn1C(C)c1ccccc1,0
C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)C12C,0
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0
CC(=O)C1CCC2C3CC=C4CC(OS(=O)(=O)[O-])CCC4(C)C3CCC12C,0
CCCCOc1ccc(CC(=O)NO)cc1,0
C=CCc1ccc2c(c1)OCO2,0
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,0
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,0
CCC1(O)CC(O)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,0
Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,0
CC12CCC(=O)C=C1CCc1ccc(O)cc12,0
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,0
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,0
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(N)CC2,0
O=c1cccc2ccc(O)c(O)c2c1O,0
OCC(O)CN1CCN(c2ccccc2)CC1,0
CC1=CC(=O)c2c(O)cccc2C1=O,0
COc1cc2c(cc1OC)C(C)NCC2,0
Cc1cc(=O)oc2cc(O)c(O)cc12,0
C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,0
Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,0
c1ccc(CC2=NCCN2)cc1,0
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,0
NCCCNCCCCNCCCN,0
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,0
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,0
CC(=O)c1c(O)cc(O)cc1O,0
CC1NCCc2cc(O)c(O)cc21,0
CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1,0
CC(C)(S)C(N)C(=O)O,0
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0
CC(=O)OC1CCC23CC1(C)CCC2C(C)(C)CC3OC(C)=O,0
CCCCc1ccc(C(=O)O)nc1,0
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,0
Cn1c(=O)c2[nH]c(C3CCCC3)nc2n(C)c1=O,0
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,0
CC1(C)CC2C1CCC1(C)OC2(C)CCC1O,0
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,0
Cc1cccc(C(=O)O)c1O,0
CC(=O)N1CCCC1C(=O)O,0
COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,0
C=CC(C1=CC(=O)C(OC)=C(OC)C1=O)c1ccccc1,0
CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],0
OCc1c[nH]c2ccccc12,0
COc1cc2ccc(=O)oc2c2ccoc12,0
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0
CN1CCCC1c1cccnc1,0
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21,0
Cc1cccc(C)c1OCC(C)N,0
CNCc1ccccc1,0
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,0
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0
NC(N)=NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,0
CC12CCC(CC1)C(C)(C)O2,0
CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,0
CC(CCC(=O)[O-])C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,0
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)[O-],0
CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0
COc1ccc2oc(-c3ccccc3)c(OC)c(=O)c2c1,0
NCCCS(=O)(=O)O,0
CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0
O=C(O)c1ccc2cc(O)c(O)c(O)c2c(=O)c1O,0
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
C[N+](C)(C)CCCCCC[N+](C)(C)C,0
COCC12CN(C=O)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(OC(C)=O)C1C2OC(=O)c1ccccc1,0
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,0
